term,Plot freq,Negative freq,Positive freq
dilemma if,1,0,0
if someone,1,0,0
someone is,1,0,0
arrested before,1,0,0
before he,1,1,0
he commits,1,0,0
commits a,1,0,0
murder can,1,0,0
the person,1,0,0
person be,1,0,0
be accused,1,0,2
murder which,1,0,0
which because,1,0,0
because of,2,4,3
the arrest,1,0,0
arrest never,1,0,0
never took,1,0,0
took place,1,0,0
voted,1,0,0
the project,1,4,1
project of,1,1,0
of pre,1,1,0
crime at,1,0,0
time being,1,0,0
being in,1,0,1
a state,1,0,0
state of,2,2,3
of trial,1,0,1
trial run,1,0,0
run is,1,0,0
be voted,1,0,0
voted about,1,0,0
about in,1,0,2
the near,1,1,1
near future,1,0,2
accept,4,0,1
rate,1,3,4
drop,1,3,3
drastically,1,0,0
if people,1,0,0
people accept,1,0,0
accept it,1,0,0
it the,1,4,1
crime rate,1,0,0
rate is,1,0,0
to drop,1,0,0
drop drastically,1,0,0
drastically but,1,0,0
but it,3,46,88
it never,1,3,3
never will,1,0,0
be known,2,0,0
known if,1,0,0
there might,1,0,0
might not,1,3,2
not be,1,1,10
be too,1,0,1
too many,1,16,4
many people,2,0,0
people imprisoned,1,0,0
imprisoned some,1,0,0
some or,1,0,0
even all,1,1,2
them innocent,1,0,0
anderton,1,0,0
six,2,5,1
nobody,1,3,1
after john,1,0,0
john anderton,1,0,0
anderton lost,1,0,0
lost his,1,0,0
son to,1,0,0
crime a,1,0,0
a six,1,0,0
six years,1,1,0
ago he,1,0,0
he took,1,1,0
took up,1,0,0
up drugs,1,0,0
and works,2,0,1
works the,1,0,0
precog division,1,0,0
division like,1,0,0
like nobody,1,0,0
nobody else,1,0,0
chute,1,0,0
predict,1,0,2
less,2,36,26
36,1,0,0
day his,1,0,0
own name,1,0,0
name arrives,1,0,0
arrives in,1,0,1
perpetrator chute,1,0,0
chute and,1,0,0
the precogs,1,0,0
precogs predict,1,0,0
predict that,1,0,0
will kill,1,0,0
kill a,1,1,0
knew in,1,0,0
in less,1,0,0
less than,2,3,5
than 36,1,0,0
36 hours,1,0,0
diminishing,1,1,0
rapidly,1,0,1
takes off,1,1,0
off his,1,1,0
his trust,1,0,0
trust in,1,0,1
the system,1,0,0
system diminishing,1,0,0
diminishing rapidly,1,0,0
colleagues,1,0,0
trace,1,2,0
hold,3,6,8
key,1,2,2
predicted,1,0,0
documentation,1,0,0
own colleagues,1,0,0
colleagues after,1,0,0
after him,1,0,0
him john,1,0,0
john follows,1,0,0
follows a,1,0,1
very small,1,1,0
small trace,1,0,0
trace that,1,0,0
that might,2,5,3
might hold,1,0,0
hold the,1,0,1
the key,1,0,0
key to,1,0,0
his innocence,1,0,0
innocence a,1,0,0
strange unsolved,1,0,0
unsolved yet,1,0,0
yet predicted,1,0,0
predicted murder,1,0,0
called minority,1,0,0
report a,1,0,0
a documentation,1,0,0
documentation of,1,0,0
the rare,1,1,3
rare events,1,0,0
events in,2,0,0
which a,1,1,0
a precog,1,0,0
precog sees,1,0,0
sees something,1,0,0
something different,1,0,0
different than,1,0,0
than the,3,18,24
other two,1,0,0
lingers,1,0,1
accidental,1,0,0
man lingers,1,0,0
lingers in,1,0,1
family home,1,0,0
home of,1,0,0
his fiancee,2,0,0
fiancee after,1,0,0
after her,1,0,0
her accidental,1,0,0
accidental death,1,0,0
grieving,2,0,0
drawn,2,3,3
presented,1,2,1
district,1,0,0
intentions,2,2,2
while grieving,1,0,0
grieving along,1,0,0
along with,1,3,4
her parents,3,0,0
parents and,3,0,0
and drawn,1,0,0
drawn into,2,0,0
into legal,1,0,0
legal issues,1,0,0
issues presented,1,0,0
presented by,1,0,0
a district,1,0,0
district attorney,1,0,0
attorney seeking,1,0,0
seeking justice,1,0,0
justice for,1,0,0
he finds,5,0,0
himself falling,2,0,0
another woman,2,0,0
woman against,1,0,0
against his,1,0,1
own best,1,0,0
best intentions,1,1,0
early,2,6,4
the early,1,0,2
early 1970,1,0,0
s this,1,1,0
whose fiancee,1,0,0
fiancee has,1,0,0
been killed,1,0,0
killed but,1,0,0
who finds,1,0,0
for another,1,0,1
woman even,1,0,0
even while,1,0,1
still living,1,0,1
living with,1,0,0
fiancee s,1,0,0
s grieving,1,0,0
grieving parents,1,0,0
and being,2,0,1
being drawn,1,0,0
the legal,1,0,0
legal battle,1,0,1
battle to,3,0,0
bring her,1,0,0
her killer,1,0,0
killer to,1,0,0
longfellow,1,0,0
deeds,5,1,6
pizzeria,1,0,0
poet,4,0,0
inherits,1,0,0
when longfellow,1,0,0
longfellow deeds,1,0,0
deeds a,1,0,0
small town,3,2,2
town pizzeria,1,0,0
pizzeria owner,1,0,0
owner and,1,0,0
and poet,1,0,0
poet inherits,1,0,0
40,2,6,2
billion,1,0,0
uncle,4,0,2
rolling,2,2,4
dough,1,0,1
40 billion,1,0,0
billion from,1,0,0
deceased uncle,1,0,0
uncle he,1,0,0
he quickly,1,0,0
quickly begins,1,0,0
begins rolling,1,0,0
rolling in,1,0,0
a different,1,2,2
different kind,1,0,2
of dough,1,0,0
besieged,2,0,0
opportunists,1,0,1
gunning,1,0,1
pie,1,3,1
moving to,1,0,0
big city,1,0,0
city deeds,1,0,0
deeds finds,1,0,0
himself besieged,1,0,0
besieged by,2,0,0
by opportunists,1,0,0
opportunists all,1,0,0
all gunning,1,0,0
gunning for,1,0,0
their piece,1,0,0
piece of,2,7,16
the pie,1,0,0
babe,2,0,0
poses,1,0,0
exposé,1,1,0
babe a,1,0,0
a television,1,1,0
television tabloid,1,0,0
tabloid reporter,1,0,0
reporter poses,1,0,0
poses as,1,0,0
innocent small,1,0,0
town girl,1,0,0
girl to,1,0,0
do an,1,0,0
an exposé,1,0,0
exposé on,1,0,0
on deeds,1,0,0
sincere,1,4,6
naiveté,1,0,1
of course,1,5,3
course deeds,1,0,0
deeds sincere,1,0,0
sincere naiveté,1,0,0
naiveté has,1,0,0
has babe,1,0,0
babe falling,1,0,0
with him,3,0,2
him instead,1,0,0
necessarily,1,3,1
ultimately deeds,1,0,0
deeds comes,1,0,0
that money,1,0,0
money truly,1,0,0
truly has,1,0,0
power to,2,1,0
change things,1,0,0
things but,1,0,0
it doesn,1,16,13
t necessarily,1,1,0
necessarily need,1,0,0
change him,1,0,0
a banker,1,0,0
banker husband,1,0,0
and father,2,0,1
father mr,1,0,0
smith,3,0,2
larry,1,0,0
pine,1,0,0
smith larry,1,0,0
larry pine,1,0,0
pine must,1,0,0
must leave,1,0,0
leave it,1,1,1
it behind,1,0,0
behind him,1,0,0
mistake,1,6,3
pay,3,9,3
s made,1,0,1
made a,3,3,1
a mistake,1,1,1
mistake and,1,0,0
s trying,1,1,1
to pay,3,4,1
pay for,2,1,0
know if,1,1,1
is enough,1,1,1
enough money,1,0,0
money in,1,0,0
feldman,1,0,0
eighteen,1,0,0
male,3,6,3
employs,1,1,2
tells bobby,1,0,0
bobby alex,1,0,0
alex feldman,1,0,0
feldman the,1,0,0
the eighteen,1,0,0
eighteen year,1,0,0
old male,1,0,0
male hustler,1,1,0
hustler smith,1,0,0
smith employs,1,0,0
employs for,1,0,0
for company,1,0,0
regular,1,0,0
meeting,1,0,1
unintended,1,1,0
consequences,1,2,0
neither,1,24,3
prepared,2,0,0
afford,1,0,1
bobby quickly,1,0,0
learns however,1,0,0
however that,1,0,0
that smith,1,0,0
smith is,1,0,0
no regular,1,0,0
regular john,1,0,0
john and,1,1,0
their meeting,1,0,0
meeting has,1,0,0
has unintended,1,0,0
unintended consequences,1,0,0
consequences that,1,0,0
that neither,1,0,0
neither of,1,0,0
is prepared,1,0,0
prepared to,1,0,0
to afford,1,0,0
numbers,1,19,4
psychological,1,10,10
suspense,1,17,13
thriller,1,47,48
tenacious,1,0,0
cassie,1,0,0
mayweather,1,0,0
sandra,1,5,5
bullock,3,9,12
chaplin,1,0,0
pitted,1,0,0
malevolently,1,0,0
brilliant,3,4,16
ryan,1,4,2
gosling,1,0,1
ingenious,1,0,4
murder by,1,5,1
by numbers,1,7,2
numbers is,1,2,0
a psychological,1,2,2
psychological suspense,1,0,0
suspense thriller,1,0,1
thriller that,1,3,6
that tells,2,1,0
a tenacious,1,0,0
tenacious homicide,1,0,0
detective cassie,1,0,0
cassie mayweather,1,0,0
mayweather sandra,1,0,0
sandra bullock,1,5,5
bullock and,1,3,3
new partner,2,0,0
partner sam,1,0,0
sam kennedy,1,0,0
kennedy ben,1,0,0
ben chaplin,1,0,0
chaplin who,1,0,0
who become,1,0,0
become pitted,1,0,0
pitted against,1,0,0
against two,1,0,0
two malevolently,1,0,0
malevolently brilliant,1,0,0
brilliant young,1,0,0
young men,1,0,0
men ryan,1,0,0
ryan gosling,1,0,0
gosling and,1,0,0
and michael,2,1,2
michael pitt,1,0,0
pitt in,1,0,0
an ingenious,1,0,1
ingenious battle,1,0,0
of wits,1,0,0
wits as,1,0,0
they try,1,0,0
solve a,2,0,0
murder case,1,0,0
toula,4,0,0
portokalos,1,0,0
greek,4,3,8
restaurant,2,0,0
dancing,1,2,4
zorba,1,0,0
toula portokalos,1,0,0
portokalos is,1,0,0
is 30,1,0,0
30 greek,1,0,0
greek and,1,0,0
works in,1,0,0
her family,2,0,0
s restaurant,1,0,0
restaurant dancing,1,0,0
dancing zorba,1,0,0
zorba s,1,0,0
s in,1,2,1
in chicago,2,0,0
gus,2,0,0
all her,1,0,0
father gus,1,0,0
gus wants,1,0,0
wants is,1,0,0
get married,1,0,0
married to,1,1,1
nice greek,1,0,0
greek boy,1,0,0
but toula,1,0,0
toula is,1,0,0
for more,2,1,1
more in,1,3,0
in life,1,0,1
computer,6,8,3
classes,3,0,0
think,4,27,18
mother convinces,1,0,0
convinces gus,1,0,0
gus to,1,0,0
to let,2,3,2
let her,1,0,0
her take,1,0,0
take some,1,0,0
some computer,1,0,0
computer classes,1,0,0
classes at,1,0,0
at college,1,0,0
college making,1,0,0
making him,1,0,1
him think,1,0,0
think it,2,1,2
s his,2,0,0
his idea,2,0,0
belt,1,2,2
aunt,1,0,0
again,1,22,18
with those,1,0,0
those classes,2,0,0
classes under,1,0,0
under her,1,0,0
her belt,1,0,0
belt she,1,0,0
she then,1,0,0
then takes,1,0,0
takes over,1,0,1
over her,2,0,1
her aunt,1,0,0
aunt s,1,0,0
s travel,1,0,0
travel agency,1,0,0
agency again,1,0,0
again making,1,0,0
making her,1,0,0
father think,1,0,0
ian,3,1,1
miller,1,1,1
wasp,1,0,1
dreamboat,1,0,0
fool,1,3,2
date,2,6,6
secretly,1,0,0
she meets,2,0,0
meets ian,1,0,0
ian miller,1,0,0
miller a,1,0,0
school english,1,0,0
english teacher,1,0,0
teacher wasp,1,0,0
wasp and,1,0,0
and dreamboat,1,0,0
dreamboat she,1,0,0
she had,1,1,0
had made,1,0,0
a fool,1,1,0
fool of,1,0,0
of herself,1,0,0
herself over,1,1,0
over at,1,0,0
the restaurant,1,0,0
restaurant they,1,0,0
they date,1,0,0
date secretly,1,0,0
secretly for,1,0,0
a while,1,2,6
while before,1,0,0
before her,1,0,0
family finds,1,0,0
livid,1,0,0
dating,1,0,0
father is,1,0,0
is livid,1,0,0
livid over,1,0,0
her dating,1,0,0
dating a,1,0,0
a non,1,2,1
non greek,1,0,0
to learn,4,0,1
learn to,3,0,1
to accept,3,0,0
accept ian,1,0,0
ian ian,1,0,0
ian has,1,0,0
accept toula,1,0,0
toula s,1,0,0
s huge,1,0,0
huge family,1,0,0
family and,5,1,1
and toula,1,0,0
toula has,1,0,0
accept herself,1,0,0
apply,1,2,3
isolated,2,0,0
whilst,1,0,1
move,2,5,3
filmed,1,5,2
cameras,2,1,0
five young,1,0,0
young people,1,1,1
people apply,1,0,0
apply to,1,0,1
to live,1,1,1
an isolated,2,0,0
isolated house,1,0,0
house together,1,0,0
for six,1,0,0
six months,1,0,0
months whilst,1,0,0
whilst their,1,0,0
their every,1,0,0
every move,1,0,0
move is,1,0,0
is filmed,1,0,0
filmed by,1,0,0
by numerous,1,0,0
numerous cameras,1,0,0
wanting,2,1,1
each has,1,0,0
has their,1,0,0
their reason,1,0,0
reason for,1,1,1
for wanting,1,0,0
wanting to,2,1,0
be there,1,1,1
there fame,1,0,0
fame money,1,0,0
money adventure,1,0,0
prize,1,1,2
the prize,1,0,1
1,3,1,1
1 million,1,0,0
rules if,1,0,0
if one,1,0,1
one person,1,0,0
person leaves,1,0,0
leaves everyone,1,0,0
everyone loses,1,0,0
morality,1,3,4
test,3,6,1
it becomes,1,1,0
ultimate morality,1,0,0
morality test,1,0,0
danny,1,2,0
grandfather,1,0,0
dies,3,1,0
greed,1,0,0
overcome,1,3,4
when danny,1,0,0
danny s,1,0,0
s beloved,1,0,1
beloved grandfather,1,0,0
grandfather dies,1,0,0
dies does,1,0,0
does his,2,0,1
his greed,1,0,0
greed overcome,1,0,0
overcome his,1,0,1
his love,1,0,0
skittish,1,0,0
blood,3,3,10
pillow,1,0,0
the skittish,1,0,0
skittish emma,1,0,0
emma finds,1,0,0
finds blood,1,0,0
blood on,1,0,0
her pillow,1,0,0
pillow why,1,0,0
why does,1,0,0
does she,1,0,0
she still,1,0,0
still stay,1,0,0
stay behind,1,0,0
harbour,1,0,0
watched,1,3,2
pairs,1,0,0
what dark,1,0,0
secret does,1,0,0
does the,1,2,1
house harbour,1,0,0
harbour that,1,0,0
leaves them,1,0,0
them feeling,1,0,0
feeling as,1,1,1
as though,1,2,1
though they,1,1,2
re being,1,1,0
being watched,1,0,0
watched by,1,0,0
by more,1,1,0
than just,2,0,2
a million,1,1,0
million pairs,1,0,0
pairs of,1,0,0
of eyes,1,0,0
cinematic,1,21,21
concert,1,3,4
mesmerizing,1,0,4
images,1,2,7
plucked,1,0,0
everyday,1,0,6
visually,1,9,7
digital,1,6,6
techniques,1,0,0
this cinematic,1,1,0
cinematic concert,1,0,0
concert mesmerizing,1,0,0
mesmerizing images,1,0,0
images are,1,0,0
are plucked,1,0,0
plucked from,1,0,0
from everyday,1,0,0
everyday reality,1,0,0
reality then,1,0,0
then visually,1,0,0
visually altered,1,0,0
altered with,1,0,0
with state,1,0,0
art digital,1,0,0
digital techniques,1,0,0
shift,1,1,0
organized,2,0,0
principles,1,0,0
nature,1,2,5
dominated,1,1,1
synthetic,2,1,1
virtual,2,0,0
the result,1,6,5
result is,1,6,4
chronicle of,1,1,0
the shift,1,0,0
shift from,1,0,0
world organized,1,0,0
organized by,1,0,0
the principles,1,0,0
principles of,1,0,0
of nature,1,0,1
nature to,1,0,0
to one,2,5,0
one dominated,1,0,0
dominated by,1,1,1
by technology,1,0,0
technology the,1,0,0
the synthetic,1,0,0
synthetic and,1,0,0
the virtual,1,0,0
extremes,1,1,1
intimacy,1,1,1
spectacle,1,2,9
fuse,1,0,0
tidal,1,2,0
wave,1,4,3
visuals,1,1,5
rise,1,0,3
unique,1,0,10
reflects,1,1,1
brave,2,0,0
globalized,1,0,0
extremes of,1,0,1
of intimacy,1,0,0
intimacy and,1,0,0
and spectacle,1,0,0
spectacle tragedy,1,0,0
tragedy and,1,2,1
and hope,1,0,1
hope fuse,1,0,0
fuse in,1,0,0
a tidal,1,1,0
tidal wave,1,2,0
wave of,1,2,1
of visuals,1,0,0
visuals and,1,0,2
music giving,1,0,0
giving rise,1,0,0
rise to,1,0,1
a unique,1,0,2
unique artistic,1,0,0
artistic experience,1,0,0
experience that,1,0,3
that reflects,1,0,0
reflects the,1,1,1
the vision,1,0,1
vision of,1,0,1
a brave,1,0,0
brave new,1,0,0
new globalized,1,0,0
globalized world,1,0,0
narc,2,3,8
stalls,1,0,1
detroit,4,0,0
undercover narc,1,0,0
narc dies,1,0,0
dies the,1,0,0
investigation stalls,1,0,0
stalls so,1,0,0
the detroit,1,0,0
detroit p,1,0,0
d,1,20,17
tellis,2,0,0
stray,1,0,1
bullet,1,1,0
brings back,1,1,0
back nick,1,0,0
nick tellis,1,0,0
tellis fired,1,0,0
fired 18,1,0,0
18 months,1,0,0
months ago,1,0,0
ago when,1,0,0
a stray,1,0,1
stray bullet,1,0,0
bullet hits,1,0,0
hits a,1,0,0
pregnant woman,1,0,0
henry,3,0,0
oak,2,0,0
dead,6,15,10
constantly,2,1,4
scrutiny,1,0,1
internal,1,0,0
tellis teams,1,0,0
teams with,1,0,0
with henry,1,0,0
henry oak,1,0,0
oak a,1,0,0
a friend,1,0,2
friend of,1,0,0
the dead,3,2,2
dead narc,1,0,0
narc and,1,0,0
an aggressive,1,0,0
aggressive cop,1,0,0
cop constantly,1,0,0
constantly under,1,0,0
the scrutiny,1,0,0
scrutiny of,1,0,0
of internal,1,0,0
internal affairs,1,0,0
informants,1,0,0
protective,2,0,1
they follow,1,0,0
follow leads,1,0,0
leads informants,1,0,0
informants turn,1,0,0
turn up,1,0,0
up dead,1,0,0
dead nick,1,0,0
nick s,1,0,0
wife is,1,0,1
is unhappy,1,0,0
unhappy he,1,0,0
s back,1,0,0
street henry,1,0,0
henry s,1,0,0
s protective,1,0,0
protective of,2,0,0
dead cop,1,0,1
cop s,1,0,0
reads,2,1,0
broods,1,0,0
heavy,2,21,7
handed,1,10,2
sometimes,2,14,28
joining,1,0,0
nick reads,1,0,0
reads and,1,0,0
and re,2,0,0
re reads,1,0,0
reads the,1,0,0
case file,1,0,0
file broods,1,0,0
broods watches,1,0,0
watches oak,1,0,0
oak s,1,0,0
s heavy,1,1,0
heavy handed,1,9,1
handed style,1,0,0
style sometimes,1,0,0
sometimes joining,1,0,0
joining in,1,0,0
brass,1,0,2
close,2,13,9
bits,1,10,2
evidence,3,4,0
point,1,23,9
auto,1,3,5
body,3,3,3
the brass,1,0,1
brass want,1,0,0
to close,1,0,0
close out,1,0,0
case nick,1,0,0
nick and,1,0,0
and henry,1,0,0
henry stay,1,0,0
stay on,1,0,0
on it,1,2,1
it and,1,5,6
and bits,1,0,0
bits of,1,1,0
of evidence,1,1,0
evidence point,1,0,0
point them,1,0,0
an auto,1,0,0
auto body,1,0,0
body shop,1,0,0
what actually,1,0,0
actually happened,1,0,0
happened will,1,0,0
will nick,1,0,0
nick ever,1,0,0
ever know,1,0,0
fancy,1,3,0
private,4,5,2
colby,1,0,0
carolina,1,0,0
hills,1,1,0
puts,3,4,5
at fancy,1,0,0
fancy private,1,0,0
private colby,1,0,0
colby university,1,0,0
university in,1,0,0
north carolina,1,0,0
carolina hills,1,0,0
hills a,1,0,0
overdose puts,1,0,0
puts a,1,1,1
senior near,1,0,0
near death,2,0,0
administration,1,0,1
acting,2,27,26
conduct,1,0,0
delicate,1,1,3
discrete,1,0,0
whitewash,2,0,0
school administration,1,0,0
administration calls,1,0,0
calls in,1,0,0
the acting,1,4,3
acting sheriff,1,0,0
sheriff to,1,0,0
to conduct,1,0,0
conduct a,1,0,0
a delicate,1,1,1
delicate and,1,0,0
and discrete,1,0,0
discrete investigation,1,0,0
investigation a,1,0,0
a whitewash,1,0,0
digs,1,0,3
attempted,1,1,1
more he,1,0,0
he digs,1,0,0
digs the,1,0,0
more evidence,1,0,0
evidence he,1,0,0
the overdose,1,0,0
overdose may,1,0,0
may have,1,3,6
been attempted,1,0,0
attempted murder,1,0,0
parallel,1,0,0
alicia,2,0,0
scholarship,2,0,0
grades,1,0,0
pulled,1,2,0
amoral,1,0,0
blond,1,1,0
hadley,2,0,0
femme,1,0,0
fatale,1,0,0
in flashbacks,1,0,0
flashbacks that,1,0,0
that parallel,1,0,0
parallel his,1,0,0
his investigation,1,0,0
investigation we,1,0,0
see alicia,1,0,0
alicia a,1,0,0
a scholarship,1,0,0
scholarship girl,1,0,0
girl worried,1,0,0
her grades,1,0,0
grades gradually,1,0,0
gradually pulled,1,0,0
pulled into,1,0,0
social life,3,0,0
three rich,1,0,0
rich and,1,0,3
and amoral,1,0,0
amoral young,1,0,0
young women,2,1,0
women led,1,0,0
the blond,1,0,0
blond hadley,1,0,0
hadley a,1,0,0
a femme,1,0,0
femme fatale,1,0,0
boyfriends,1,0,0
mom,1,2,1
nurses,1,1,0
orderly,1,0,0
before the,2,2,2
investigation ends,1,0,0
ends we,1,0,0
we ve,1,7,3
ve met,1,0,0
met boyfriends,1,0,0
boyfriends a,1,0,0
dealer alicia,1,0,0
alicia s,1,0,0
s mom,1,0,0
mom hadley,1,0,0
hadley s,1,0,0
s dad,1,0,0
dad nurses,1,0,0
nurses doctors,1,0,0
doctors and,1,0,0
an orderly,1,0,0
nicholas,5,4,6
enjoy,1,14,18
penniless,1,0,0
young nicholas,1,0,0
nicholas and,1,0,0
family enjoy,1,0,0
enjoy a,1,1,2
a comfortable,1,0,0
comfortable life,1,0,0
life until,1,0,0
until nicholas,1,0,0
nicholas father,1,0,0
father dies,1,0,0
dies and,1,0,0
family is,2,0,0
left penniless,1,0,0
venture,1,0,2
seek,3,0,1
ralph,2,2,2
separate,2,0,2
exploit,1,2,1
nicholas his,1,0,0
his sister,1,0,0
sister and,2,0,0
and mother,1,0,0
mother venture,1,0,0
venture to,1,0,0
to london,1,0,0
london to,1,0,0
to seek,3,0,0
seek help,1,0,0
from their,3,0,3
their uncle,1,0,0
uncle ralph,1,0,2
ralph but,1,0,0
but ralph,1,0,0
ralph s,1,0,0
only intentions,1,0,0
intentions are,1,0,1
to separate,1,0,0
separate the,1,0,0
and exploit,1,1,0
exploit them,1,0,0
cruel,1,2,2
abusive,1,0,0
horridly,1,0,0
wackford,1,0,0
squeers,1,0,0
nicholas is,1,0,0
a school,1,0,0
school run,1,0,0
the cruel,1,0,0
cruel abusive,1,0,0
abusive and,1,0,0
and horridly,1,0,0
horridly entertaining,1,0,0
entertaining wackford,1,0,0
wackford squeers,1,0,0
schoolmate,1,0,0
smike,1,0,0
nickleby,1,3,6
eventually nicholas,1,0,0
nicholas runs,1,0,0
runs away,1,0,0
away with,1,0,3
with schoolmate,1,0,0
schoolmate smike,1,0,0
smike and,1,0,0
two set,1,0,0
set off,1,0,0
reunite the,1,0,0
the nickleby,1,0,0
nickleby family,1,0,0
seymour,1,0,0
sy,3,0,2
parrish,1,0,0
photo,1,1,6
development,1,2,4
seymour sy,1,0,0
sy parrish,1,0,0
parrish has,1,0,0
been doing,1,0,0
doing photo,1,0,0
photo development,1,0,0
development for,1,0,1
for 20,1,0,0
20 years,1,1,1
vast,1,2,1
knowledge,1,2,0
photography,1,2,3
develops,3,2,1
photos,2,0,0
sav,1,0,0
mart,1,2,0
has a,5,20,37
a vast,1,1,0
vast knowledge,1,0,0
knowledge of,1,0,0
of modern,1,1,0
modern photography,1,0,0
photography and,1,1,1
and develops,1,0,0
develops photos,1,0,0
photos for,1,0,0
for various,1,0,0
various customers,1,0,0
customers at,1,0,0
the sav,1,0,0
sav mart,1,0,0
yorkin,3,0,0
biggest customers,1,0,0
customers are,1,0,0
are the,2,4,9
the yorkin,3,0,0
yorkin family,2,0,0
they seem,2,0,0
have everything,1,0,0
everything in,1,2,0
spying,1,0,0
yorkins,2,0,0
feel,1,30,35
when sy,1,0,0
sy begins,1,0,0
begins spying,1,0,0
spying on,1,0,0
the yorkins,2,0,0
yorkins he,1,0,0
he begins,2,0,0
to feel,1,5,1
feel that,1,1,0
be in,1,6,1
yorkin s,1,0,0
expose,1,2,0
imperfections,1,0,0
cost,1,1,1
but sy,1,0,0
sy discovers,1,0,0
yorkins are,1,0,0
not as,1,5,3
as perfect,1,0,1
perfect as,1,0,1
seem and,1,0,0
and becomes,2,1,0
man on,1,0,0
a mission,2,0,0
mission to,2,0,0
to expose,1,1,0
expose the,1,1,0
the imperfections,1,0,0
imperfections of,1,0,0
family at,1,0,0
at any,1,0,1
any cost,1,0,0
shaun,3,0,0
brumder,1,0,0
surfer,1,1,2
orange,1,2,5
county,2,1,4
stanford,2,1,1
disfunctional,1,0,0
household,2,0,0
shaun brumder,1,0,0
brumder is,1,0,0
local surfer,1,0,0
surfer kid,1,0,0
kid from,1,0,0
from orange,1,0,0
orange county,1,1,4
county who,1,0,0
who dreams,1,0,0
of going,1,1,1
to stanford,1,0,0
stanford to,1,0,0
writer and,1,1,0
get away,1,0,0
his disfunctional,1,0,0
disfunctional family,1,0,0
family household,1,0,0
starting,2,1,2
application,2,0,0
dim,1,0,0
counselor,1,0,0
except shaun,1,0,0
shaun runs,1,0,0
one complication,1,0,0
complication after,1,0,0
after another,2,6,0
another starting,1,0,0
starting when,1,0,0
his application,1,0,0
application is,1,0,0
is rejected,1,0,0
rejected after,1,0,0
his dim,1,0,0
dim witted,1,0,0
witted guidance,1,0,0
guidance counselor,1,0,0
counselor sends,1,0,0
sends the,1,0,0
wrong application,1,0,0
lengths,1,0,1
drugged,1,0,0
loser,1,1,0
lance,1,0,0
fit,2,7,7
so shaun,1,0,0
shaun goes,1,0,0
to great,1,0,1
great lengths,1,0,0
lengths with,1,0,0
little help,1,0,0
girlfriend ashley,1,0,0
his drugged,1,0,0
drugged out,1,0,0
out loser,1,0,0
loser brother,1,0,0
brother lance,1,0,0
lance to,1,0,0
get into,1,0,0
into stanford,1,0,0
stanford any,1,0,0
any way,1,0,0
way they,1,0,1
they see,1,0,0
see fit,1,0,0
brownstone,1,0,0
burglars,1,0,0
hidden,1,1,3
cache,1,0,0
this story,1,3,1
story centers,1,0,0
centers around,1,0,0
around a,1,3,3
a divorced,1,0,0
divorced woman,1,0,0
her 30,1,0,0
30 s,1,0,0
daughter who,1,0,0
are caught,1,0,0
caught up,1,1,0
game inside,1,0,0
inside their,1,0,0
their new,2,0,0
new new,1,0,0
york brownstone,1,0,0
brownstone when,1,0,0
when three,1,0,0
three burglars,1,0,0
burglars come,1,0,0
come looking,1,0,0
a hidden,1,0,0
hidden cache,1,0,0
cache of,1,0,0
of cash,1,0,0
hide,1,5,2
panic,1,1,3
designed,1,9,3
fighting,2,4,1
daughter hide,1,0,0
hide in,1,0,0
the panic,1,0,0
panic room,1,1,3
room a,1,0,0
secret room,1,0,0
room designed,1,0,0
designed for,1,0,0
for just,1,0,0
just such,1,2,0
such a,1,15,12
a purpose,1,1,0
purpose but,1,0,0
but still,1,0,11
still end,1,0,0
up fighting,1,0,0
fighting for,1,0,0
blue,1,12,13
fairy,4,3,2
gepetto,1,0,0
wooden,1,6,0
puppet,1,2,0
curious,1,0,1
despite guidance,1,0,0
guidance from,1,0,0
the blue,1,0,1
blue fairy,1,0,0
fairy and,2,0,0
the love,1,1,2
love of,1,0,0
father gepetto,1,0,0
gepetto a,1,0,0
a wooden,1,0,0
wooden puppet,1,0,0
puppet s,1,0,0
s curious,1,0,0
curious spirit,1,0,0
spirit leads,1,0,0
one wild,1,1,0
wild adventure,1,0,0
adventure after,1,0,0
roland,2,0,1
michell,2,4,1
americian,1,0,0
difficult,1,7,6
academics,1,0,0
roland michell,1,0,0
michell is,1,0,0
an americian,1,0,0
americian trying,1,0,0
it in,2,5,3
the difficult,1,0,1
difficult world,1,0,0
